order_id,order_date,customer_id,city,state,category,product_name,quantity,price,discount,total_sales,payment_method,order_status
ORD10016,2025-07-05,C999,Mumbai,Maharashtra,Electronics,Headphones,3,32221.0,0,96663.0,Card,Cancelled
ORD10017,2025-09-06,C935,Kolkata,West Bengal,Electronics,Phone,5,5361.0,0,26805.0,UPI,Cancelled
ORD10018,2025-09-28,C993,Delhi,Delhi,Fashion,Jeans,4,36231.0,5,137677.8,,Shipped
ORD10019,2025-12-10,C765,Bengaluru,Karnataka,Fashion,Jeans,2,46923.0,10,84461.40000000001,,Shipped
ORD10020,2025-01-11,C702,Delhi,Delhi,Beauty,Cream,2,14925.0,0,29850.0,Wallet,Cancelled
ORD10021,2025-02-04,C132,Pune,Maharashtra,Fashion,Shirt,1,46589.0,0,46589.0,Card,Delivered
ORD10022,2026-01-06,C684,Pune,Maharashtra,Fashion,Shoes,4,14240.0,20,45568.0,Wallet,Shipped
ORD10023,2025-12-04,C541,,Maharashtra,Fashion,Shoes,4,12678.0,0,50712.0,Card,Shipped
ORD10024,2025-07-26,C845,Mumbai,Maharashtra,Beauty,Perfume,1,44329.0,0,44329.0,Card,Delivered
ORD10025,2025-08-05,C287,Pune,Maharashtra,Fashion,Shirt,2,35346.0,15,60088.2,Card,Shipped
ORD10026,2025-11-30,C653,Mumbai,Maharashtra,Fashion,Shirt,4,36266.0,0,145064.0,UPI,Delivered
ORD10027,2026-03-19,C510,Pune,Maharashtra,Fashion,Shirt,4,32026.0,15,108888.4,UPI,Cancelled
ORD10028,2025-08-05,C813,Delhi,Delhi,Beauty,Cream,4,17580.0,15,59772.0,Wallet,Shipped
ORD10029,2026-01-12,C655,,Telangana,Fashion,Shirt,3,14467.0,0,43401.0,UPI,Returned
ORD10030,2025-03-22,C158,Hyderabad,Telangana,Electronics,Phone,5,31446.0,20,125784.0,Wallet,Delivered
ORD10031,2025-03-03,C683,Bengaluru,Karnataka,Fashion,Shirt,5,4653.0,5,22101.75,COD,Delivered
ORD10032,2025-05-14,C309,Delhi,Delhi,Electronics,Laptop,5,37242.0,20,148968.0,Card,Cancelled
ORD10033,2025-06-11,C869,,,Home,Chair,2,44219.0,10,79594.2,UPI,Delivered
ORD10034,2025-04-20,C618,Hyderabad,Telangana,Beauty,Soap,5,6752.0,0,33760.0,Card,Cancelled
ORD10035,2025-08-13,C953,Pune,,Home,Mixer,2,24417.0,10,43950.6,Wallet,Returned
ORD10036,2025-05-16,C218,Pune,Maharashtra,Electronics,Headphones,5,19820.0,0,99100.0,UPI,Cancelled
ORD10037,2025-12-18,C749,Pune,Maharashtra,Home,Chair,5,14003.0,10,63013.5,Card,Shipped
ORD10038,2025-01-23,C103,Delhi,Delhi,Home,Mixer,1,41768.0,15,35502.799999999996,Card,Cancelled
ORD10039,2025-01-05,C214,Hyderabad,,Home,Mixer,4,36354.0,15,123603.59999999999,UPI,Cancelled
ORD10040,32/13/2025,C142,Bengaluru,Karnataka,Electronics,Laptop,5,36410.0,5,172947.5,Card,Returned
ORD10041,2025-02-22,C462,Kolkata,West Bengal,Electronics,Laptop,2,44899.0,5,85308.09999999999,Wallet,Shipped
ORD10042,2025-04-02,C854,Mumbai,Maharashtra,Fashion,Shirt,2,11803.0,15,20065.1,Card,Shipped
ORD10043,2026-03-23,C139,Bengaluru,Karnataka,Fashion,Shoes,2,46158.0,0,92316.0,NetBanking,Cancelled
ORD10044,2025-01-13,C775,Pune,Maharashtra,Fashion,Shoes,3,20200.0,5,57570.0,COD,Shipped
ORD10045,2025-09-18,C509,Kolkata,West Bengal,Home,Chair,1,18492.0,10,16642.8,Wallet,Returned
ORD10046,2025-01-20,C211,Delhi,Delhi,Electronics,Phone,3,11902.0,20,28564.800000000003,Wallet,Shipped
ORD10047,2025-03-01,C494,Hyderabad,Telangana,Home,Lamp,3,28799.0,20,69117.6,,Cancelled
ORD10048,2025-12-18,C836,Hyderabad,Telangana,Home,Mixer,4,310.0,20,992.0,COD,Returned
ORD10049,32/13/2025,C227,Kolkata,West Bengal,Beauty,Cream,3,41039.0,10,110805.3,Card,Returned
ORD10050,2025-03-07,C296,Hyderabad,Telangana, electronics ,Perfume,4,45892.0,10,165211.2,NetBanking,Shipped
ORD10051,2026-03-03,C100,Hyderabad,Telangana,Fashion,Jeans,5,19923.0,15,84672.75,Card,Returned
ORD10052,2025-08-15,C552,Bengaluru,Karnataka,Fashion,Shoes,5,39958.0,10,179811.0,COD,Shipped
ORD10053,2025-11-21,C734,Kolkata,West Bengal,Fashion,Jeans,1,18798.0,20,15038.400000000001,Card,Delivered
ORD10054,2025-01-13,C147,Pune,Maharashtra,Fashion,Jeans,3,14922.0,5,42527.7,COD,Shipped
ORD10055,2026-01-03,C813,Pune,Maharashtra,Electronics,Laptop,4,41472.0,20,132710.4,NetBanking,Shipped
ORD10056,2026-02-03,C535,Mumbai,Maharashtra,Beauty,Cream,2,,0,86390.0,COD,Cancelled
ORD10057,2025-03-10,C920,Bengaluru,Karnataka,Beauty,Cream,5,16531.0,0,82655.0,NetBanking,Returned
ORD10058,2025-03-23,C861,Bengaluru,Karnataka,Beauty,Soap,5,28166.0,20,112664.0,NetBanking,Shipped
ORD10059,2025-05-03,C381,Kolkata,West Bengal,Home,Mixer,3,34363.0,15,87625.65,NetBanking,Delivered
ORD10060,2025-02-11,C241,Hyderabad,Telangana, electronics ,Mixer,3,22210.0,10,59967.0,COD,Cancelled
ORD10061,2025-08-01,C517,Mumbai,Maharashtra,Beauty,Soap,2,46495.0,5,88340.5,Card,Shipped
ORD10062,2025-12-23,C120,Hyderabad,Telangana,Beauty,Cream,2,27734.0,15,47147.799999999996,Wallet,Shipped
ORD10063,,C865,Bengaluru,Karnataka,Beauty,Cream,3,19769.0,15,50410.95,Wallet,Cancelled
ORD10064,,C444,Mumbai,Maharashtra,Beauty,Cream,3,28762.0,15,73343.09999999999,NetBanking,Cancelled
ORD10065,2025-10-31,C677,,Karnataka,Beauty,Cream,5,35204.0,0,176020.0,UPI,Delivered
ORD10066,2025-07-14,C435,Delhi,Delhi,Beauty,Cream,4,12109.0,0,48436.0,COD,Shipped
ORD10067,2026-03-04,C183,Delhi,Delhi,Home,Chair,4,18435.0,15,62679.0,NetBanking,Delivered
ORD10068,,C872,Kolkata,West Bengal,Electronics,Laptop,2,42807.0,0,85614.0,UPI,Cancelled
ORD10069,2025-08-31,C785,Pune,Maharashtra,Fashion,Shirt,5,10186.0,5,48383.5,UPI,Cancelled
ORD10070,2025-11-07,C865,Hyderabad,Telangana, electronics ,Soap,3,24375.0,5,69468.75,UPI,Cancelled
ORD10071,2025-12-13,C484,Hyderabad,Telangana,Home,Mixer,5,1882.0,10,8469.0,NetBanking,Cancelled
ORD10072,2025-11-04,C924,Kolkata,West Bengal,Electronics,Headphones,2,6878.0,10,12380.4,UPI,Delivered
ORD10073,2025-09-17,C763,Mumbai,Maharashtra,Home,Lamp,4,43553.0,10,156790.80000000002,Card,Delivered
ORD10074,2026-03-01,C570,Kolkata,West Bengal,Beauty,Perfume,1,28611.0,10,25749.9,COD,Shipped
ORD10075,2026-02-18,C651,Hyderabad,Telangana,Fashion,Jeans,5,42828.0,10,192726.0,NetBanking,Shipped
ORD10076,2026-03-02,C188,Pune,Maharashtra,Beauty,Soap,5,17789.0,10,80050.5,Card,Shipped
ORD10077,2025-01-15,C606,Delhi,Delhi,Fashion,Shoes,5,40198.0,15,170841.5,Card,Cancelled
ORD10078,2026-03-27,C710,Delhi,Delhi,Beauty,Cream,3,17131.0,10,46253.700000000004,Card,Delivered
ORD10079,2025-10-12,C876,,Karnataka,Fashion,Shirt,2,47390.0,15,80563.0,COD,Shipped
ORD10080,2025-07-27,C808,Pune,Maharashtra,Beauty,Perfume,1,6298.0,10,5668.2,COD,Returned
ORD10081,,C663,Bengaluru,Karnataka,Home,Chair,5,34994.0,10,157473.0,Card,Returned
ORD10082,2026-01-05,C297,Mumbai,Maharashtra,Beauty,Perfume,3,16675.0,5,47523.75,Card,Delivered
ORD10083,2026-01-06,C703,Delhi,Delhi,Fashion,Shirt,2,48605.0,15,82628.5,Wallet,Returned
ORD10084,2025-06-04,C114,Pune,Maharashtra, electronics ,Phone,3,15108.0,10,40791.6,Wallet,Cancelled
ORD10085,2025-03-06,C753,Kolkata,West Bengal,Home,Mixer,1,36464.0,10,32817.6,NetBanking,Delivered
ORD10086,2025-06-24,C288,Bengaluru,Karnataka,Electronics,Headphones,3,30962.0,15,78953.09999999999,UPI,Returned
ORD10087,2025-10-23,C744,Mumbai,Maharashtra,Beauty,Cream,1,26460.0,15,22491.0,,Cancelled
ORD10088,2025-10-13,C882,Mumbai,Maharashtra,Fashion,Jeans,3,5782.0,5,16478.7,NetBanking,Cancelled
ORD10089,2025-06-06,C682,Bengaluru,Karnataka,Beauty,Perfume,4,19687.0,20,62998.4,Wallet,Delivered
ORD10090,2025-05-03,C277,Pune,Maharashtra,Electronics,Phone,2,17543.0,0,35086.0,Wallet,Delivered
ORD10091,2025-05-30,C133,Bengaluru,Karnataka,Fashion,Shirt,4,29724.0,20,95116.8,COD,Returned
ORD10092,2026-02-08,C910,Delhi,Delhi,Home,Lamp,4,4864.0,5,18483.2,Wallet,Cancelled
ORD10093,2026-02-28,C245,Delhi,Delhi,Beauty,Cream,5,14933.0,5,70931.75,,Delivered
ORD10094,2025-08-13,C227,Delhi,Delhi,Fashion,Shoes,5,49283.0,20,197132.0,NetBanking,Returned
ORD10095,2025-02-11,C712,Bengaluru,Karnataka,Beauty,Perfume,5,35588.0,15,151249.0,UPI,Shipped
ORD10096,2025-12-12,C956,Pune,Maharashtra,Home,Lamp,3,1895.0,0,5685.0,Wallet,Delivered
ORD10097,2025-09-23,C767,Bengaluru,,Home,Lamp,1,49762.0,5,47273.899999999994,NetBanking,Returned
ORD10098,2025-08-29,C456,Mumbai,Maharashtra,Fashion,Jeans,4,41801.0,15,142123.4,NetBanking,Returned
ORD10099,2025-12-22,C607,Bengaluru,Karnataka,Home,Lamp,1,10739.0,10,9665.1,Card,Shipped
ORD10100,2025-03-01,C891,Delhi,Delhi,Electronics,Laptop,1,20812.0,10,18730.8,NetBanking,Delivered
ORD10101,2025-11-15,C874,Delhi,Delhi,Beauty,Perfume,1,12493.0,20,9994.400000000001,NetBanking,Shipped
ORD10102,2025-08-13,C815,Delhi,Delhi,Electronics,Phone,3,36193.0,5,103150.04999999999,,Delivered
ORD10103,2025-10-10,C114,Delhi,Delhi,Electronics,Headphones,5,15882.0,5,75439.5,Wallet,Shipped
ORD10104,2026-03-03,C257,Kolkata,West Bengal,Electronics,Phone,1,30441.0,0,30441.0,NetBanking,Returned
ORD10105,2025-10-10,C248,Bengaluru,Karnataka,Home,Chair,4,31147.0,5,118358.59999999999,NetBanking,Cancelled
ORD10106,2025-05-17,C940,Hyderabad,Telangana,Fashion,Shirt,3,27393.0,10,73961.1,UPI,Returned
ORD10107,2025-08-17,C651,Pune,Maharashtra,Home,Lamp,5,43449.0,15,184658.25,NetBanking,Returned
ORD10108,2026-03-22,C293,Delhi,Delhi,Home,Lamp,5,24920.0,15,105910.0,COD,Shipped
ORD10109,2026-02-20,C490,Kolkata,West Bengal,Fashion,Shoes,1,21052.0,15,17894.2,NetBanking,Cancelled
ORD10110,2026-03-22,C202,Delhi,Delhi,Beauty,Cream,2,33118.0,20,52988.8,NetBanking,Delivered
ORD10111,2025-08-29,C900,Mumbai,Maharashtra,Beauty,Cream,2,27068.0,5,51429.2,Card,Returned
ORD10112,2025-06-12,C741,Bengaluru,Karnataka,Beauty,Soap,1,21732.0,20,17385.600000000002,NetBanking,Delivered
ORD10113,2025-02-20,C878,Bengaluru,Karnataka,Electronics,Phone,3,15108.0,0,45324.0,UPI,Shipped
ORD10114,2026-02-12,C157,Delhi,Delhi,Fashion,Jeans,3,2097.0,0,6291.0,Card,Returned
ORD10115,2025-10-17,C798,Bengaluru,Karnataka,Home,Chair,2,16203.0,20,25924.800000000003,COD,Cancelled
ORD10116,2025-05-04,C609,Kolkata,West Bengal,Fashion,Shirt,5,25270.0,20,101080.0,Wallet,Cancelled
ORD10117,2025-01-05,C923,Kolkata,West Bengal,Fashion,Shoes,3,30318.0,10,81858.6,NetBanking,Returned
ORD10118,2025-11-24,C534,Delhi,Delhi,Fashion,Shirt,4,22846.0,20,73107.2,Card,Shipped
ORD10119,2025-07-15,C685,Pune,Maharashtra,Home,Mixer,0,31867.0,0,127468.0,Card,Returned
ORD10120,,C802,Hyderabad,Telangana,Home,Mixer,4,18188.0,0,72752.0,UPI,Shipped
ORD10121,2025-04-08,C735,Kolkata,West Bengal,Home,Mixer,5,23289.0,5,110622.75,Card,Cancelled
ORD10122,2025-10-24,C473,Mumbai,Maharashtra,Electronics,Headphones,1,20446.0,15,17379.1,COD,Delivered
ORD10123,2026-02-07,C652,Pune,Maharashtra,Home,Chair,4,11710.0,5,44498.0,,Returned
ORD10124,2025-08-28,C177,Mumbai,Maharashtra,Fashion,Shoes,0,,10,70351.2,COD,Cancelled
ORD10125,2025-05-16,C649,Mumbai,Maharashtra,Beauty,Soap,3,6118.0,15,15600.9,UPI,Shipped
ORD10126,2025-07-10,C210,Kolkata,West Bengal,Home,Lamp,3,38509.0,15,98197.95,COD,Shipped
ORD10127,2025-11-28,C164,Pune,Maharashtra,Electronics,Headphones,5,21696.0,20,86784.0,NetBanking,Returned
ORD10128,2025-09-10,C218,Delhi,Delhi,Beauty,Cream,2,3171.0,0,6342.0,UPI,Cancelled
ORD10129,2025-10-28,C860,Bengaluru,Karnataka, electronics ,Shoes,4,24514.0,20,78444.8,COD,Shipped
ORD10130,2025-12-20,C479,Mumbai,Maharashtra,Electronics,Laptop,5,26946.0,10,121257.0,,Shipped
ORD10131,2025-11-27,C467,Hyderabad,Telangana,Beauty,Cream,3,6711.0,10,18119.7,UPI,Shipped
ORD10132,2025-04-19,C757,,West Bengal,Home,Mixer,1,30000.0,0,30000.0,Wallet,Delivered
ORD10133,2025-02-05,C949,Pune,Maharashtra,Electronics,Laptop,2,8452.0,20,13523.2,Wallet,Cancelled
ORD10134,2025-05-22,C979,Mumbai,Maharashtra,Fashion,Shirt,0,9870.0,20,23688.0,COD,Cancelled
ORD10135,2025-01-08,C466,Pune,,Home,Mixer,1,43523.0,0,43523.0,COD,Returned
ORD10136,2025-08-04,C638,Kolkata,West Bengal,Electronics,Phone,3,3634.0,5,10356.9,UPI,Delivered
ORD10137,2025-08-20,C615,Mumbai,Maharashtra,Beauty,Perfume,3,33835.0,20,81204.0,COD,Delivered
ORD10138,2025-08-07,C802,Bengaluru,Karnataka,Home,Chair,1,4186.0,15,3558.1,UPI,Shipped
ORD10139,2025-02-03,C229,Pune,Maharashtra,Beauty,Cream,1,21309.0,20,17047.2,Card,Returned
ORD10140,2025-11-06,C540,Hyderabad,Telangana,Beauty,Soap,5,19526.0,15,82985.5,UPI,Delivered
ORD10141,2026-02-28,C564,Delhi,Delhi,Fashion,Shoes,4,15174.0,15,51591.6,NetBanking,Shipped
ORD10142,2025-03-20,C803,Delhi,Delhi, electronics ,Laptop,4,20681.0,10,74451.6,NetBanking,Delivered
ORD10143,2026-01-14,C481,Kolkata,West Bengal,Electronics,Phone,1,28503.0,0,28503.0,COD,Delivered
ORD10144,2026-01-20,C533,Kolkata,West Bengal,Home,Lamp,1,27122.0,10,24409.8,UPI,Returned
ORD10145,2025-03-21,C772,Pune,Maharashtra,Home,Chair,1,38074.0,20,30459.2,NetBanking,Cancelled
ORD10146,2025-10-21,C331,Delhi,Delhi,Electronics,Laptop,5,24288.0,0,121440.0,NetBanking,Delivered
ORD10147,2025-06-29,C106,Delhi,Delhi,Home,Mixer,2,18109.0,10,32596.2,COD,Cancelled
ORD10148,2026-01-18,C643,Mumbai,Maharashtra,Beauty,Cream,2,48760.0,0,97520.0,COD,Shipped
ORD10149,2026-01-05,C432,Delhi,Delhi,Beauty,Perfume,3,10515.0,10,28390.5,Wallet,Delivered
ORD10150,2025-12-12,C183,Mumbai,Maharashtra,Electronics,Phone,2,49642.0,20,79427.20000000001,Card,Shipped
ORD10151,2025-04-21,C873,,Delhi,Beauty,Perfume,5,29169.0,15,123968.25,Wallet,Delivered
ORD10152,2025-09-27,C783,Bengaluru,,Home,Chair,1,18762.0,20,15009.6,Card,Delivered
ORD10153,2025-06-04,C316,Pune,Maharashtra,Fashion,Shoes,5,,0,18950.0,COD,Returned
ORD10154,2025-08-09,C279,Kolkata,West Bengal,Home,Chair,1,706.0,15,600.1,COD,Shipped
ORD10155,2025-07-23,C982,Mumbai,Maharashtra,Fashion,Jeans,5,43981.0,10,197914.5,UPI,Shipped
ORD10156,2025-10-21,C514,Bengaluru,Karnataka,Electronics,Laptop,1,20716.0,20,16572.8,NetBanking,Returned
ORD10157,2025-08-24,C951,Hyderabad,Telangana,Electronics,Laptop,1,21484.0,5,20409.8,Card,Delivered
ORD10158,,C180,Bengaluru,Karnataka,Beauty,Cream,2,28752.0,20,46003.200000000004,NetBanking,Returned
ORD10159,2025-11-21,C216,Hyderabad,Telangana,Home,Mixer,3,11218.0,0,33654.0,Wallet,Cancelled
ORD10160,2025-05-12,C302,Pune,Maharashtra,Home,Chair,2,15684.0,0,31368.0,COD,Cancelled
ORD10161,2025-08-18,C797,Hyderabad,Telangana,Electronics,Phone,4,30605.0,20,97936.0,Wallet,Returned
ORD10162,2025-11-20,C410,Bengaluru,Karnataka,Home,Mixer,4,4675.0,15,15895.0,,Delivered
ORD10163,32/13/2025,C158,Bengaluru,Karnataka,Home,Lamp,1,20542.0,15,17460.7,Card,Returned
ORD10164,2025-07-16,C573,Hyderabad,Telangana,Electronics,Headphones,1,40505.0,20,32404.0,Wallet,Delivered
ORD10165,2025-09-14,C254,Bengaluru,Karnataka,Beauty,Soap,2,21271.0,20,34033.6,UPI,Shipped
ORD10166,2025-05-07,C824,Mumbai,Maharashtra,Electronics,Laptop,1,33266.0,5,31602.699999999997,NetBanking,Shipped
ORD10167,2026-02-01,C446,Bengaluru,Karnataka,Fashion,Shoes,3,18739.0,15,47784.45,Wallet,Delivered
ORD10168,2025-07-17,C390,,West Bengal,Home,Mixer,3,6393.0,20,15343.2,Card,Cancelled
ORD10169,2025-06-08,C771,Delhi,Delhi,Home,Mixer,5,43690.0,5,207527.5,NetBanking,Cancelled
ORD10170,2025-12-10,C819,Pune,Maharashtra,Electronics,Laptop,5,24886.0,10,111987.0,Wallet,Delivered
ORD10171,2025-04-03,C319,Delhi,Delhi,Beauty,Soap,3,1394.0,10,3763.8,Card,Shipped
ORD10172,2026-03-09,C907,Delhi,Delhi,Fashion,Shirt,2,10354.0,0,20708.0,UPI,Delivered
ORD10173,2025-03-25,C285,Pune,Maharashtra,Home,Lamp,2,39341.0,15,66879.7,Wallet,Cancelled
ORD10174,2025-11-09,C391,Bengaluru,Karnataka,Beauty,Cream,4,24074.0,5,91481.2,NetBanking,Cancelled
ORD10175,2025-10-20,C551,Kolkata,West Bengal,Fashion,Shoes,4,12915.0,10,46494.0,NetBanking,Returned
ORD10176,2026-02-15,C719,Pune,Maharashtra,Beauty,Soap,5,27637.0,5,131275.75,COD,Returned
ORD10177,2025-12-31,C966,Mumbai,Maharashtra,Electronics,Headphones,4,24527.0,20,78486.40000000001,Wallet,Delivered
ORD10178,2025-03-17,C950,Hyderabad,Telangana,Home,Mixer,2,18077.0,15,30730.899999999998,NetBanking,Delivered
ORD10179,2025-07-22,C614,Mumbai,Maharashtra,Fashion,Shoes,3,1947.0,15,4964.849999999999,Card,Cancelled
ORD10180,2025-02-20,C959,Delhi,Delhi,Beauty,Cream,3,14915.0,0,44745.0,Card,Cancelled
ORD10181,2025-08-29,C559,Kolkata,West Bengal,Fashion,Shirt,3,31162.0,5,88811.7,Wallet,Delivered
ORD10182,2026-01-08,C723,Hyderabad,Telangana,Electronics,Phone,3,14333.0,5,40849.049999999996,Wallet,Shipped
ORD10183,2025-05-03,C529,Mumbai,Maharashtra,Electronics,Laptop,2,19936.0,0,39872.0,Wallet,Shipped
ORD10184,2025-11-20,C627,Mumbai,Maharashtra,Electronics,Phone,4,39307.0,20,125782.40000000001,Wallet,Cancelled
ORD10185,2025-05-04,C684,Delhi,Delhi,Fashion,Shoes,4,302.0,20,966.4000000000001,NetBanking,Cancelled
ORD10186,2025-09-17,C905,Hyderabad,Telangana,Electronics,Headphones,3,4635.0,20,11124.0,Wallet,Delivered
ORD10187,2025-05-10,C865,Delhi,Delhi,Beauty,Perfume,1,41859.0,15,35580.15,UPI,Returned
ORD10188,2026-01-12,C874,Hyderabad,Telangana,Electronics,Laptop,2,48234.0,0,96468.0,Card,Cancelled
ORD10189,2025-08-26,C812,Kolkata,,Electronics,Laptop,5,22387.0,5,106338.25,NetBanking,Cancelled
ORD10190,2025-01-23,C910,Pune,Maharashtra,Fashion,Shirt,4,2623.0,10,9442.800000000001,COD,Delivered
ORD10191,2025-05-10,C137,Bengaluru,Karnataka,Home,Chair,5,26298.0,20,105192.0,COD,Returned
ORD10192,2025-08-12,C509,Delhi,Delhi,Home,Mixer,3,18105.0,0,54315.0,NetBanking,Shipped
ORD10193,2026-02-13,C631,Delhi,Delhi,Home,Mixer,4,45555.0,15,154887.0,Card,Delivered
ORD10194,2025-05-31,C428,Hyderabad,Telangana,Beauty,Cream,4,39682.0,5,150791.6,UPI,Delivered
ORD10195,2026-01-03,C536,Hyderabad,Telangana,Home,Lamp,3,20286.0,15,51729.299999999996,COD,Shipped
ORD10196,2025-08-11,C381,Hyderabad,Telangana,Home,Chair,1,47832.0,10,43048.8,UPI,Delivered
ORD10197,2025-03-15,C969,Mumbai,Maharashtra,Beauty,Perfume,5,49345.0,5,234388.75,Wallet,Shipped
ORD10198,2025-07-16,C680,Delhi,Delhi,Electronics,Phone,1,15666.0,10,14099.4,UPI,Cancelled
ORD10199,2025-03-12,C642,Hyderabad,Telangana,Beauty,Perfume,3,29294.0,0,87882.0,Card,Shipped
ORD10200,2026-01-12,C290,Mumbai,Maharashtra,Home,Lamp,3,16558.0,0,49674.0,NetBanking,Shipped
ORD10201,2025-11-10,C392,Pune,Maharashtra,Electronics,Laptop,3,46339.0,15,118164.45,NetBanking,Cancelled
ORD10202,2025-08-16,C189,Kolkata,West Bengal,Electronics,Phone,1,29825.0,5,28333.75,Card,Returned
ORD10203,2025-12-31,C826,Pune,Maharashtra,Electronics,Headphones,5,19229.0,10,86530.5,COD,Returned
ORD10204,2025-01-14,C469,Bengaluru,Karnataka,Fashion,Shirt,2,9301.0,5,17671.899999999998,Wallet,Returned
ORD10205,,C507,Mumbai,Maharashtra,Beauty,Soap,2,40304.0,0,80608.0,NetBanking,Shipped
ORD10206,2025-02-07,C560,Kolkata,West Bengal,Beauty,Soap,1,8413.0,10,7571.7,NetBanking,Returned
ORD10207,2025-09-15,C989,Bengaluru,Karnataka,Fashion,Jeans,5,,5,57593.75,UPI,Delivered
ORD10208,2025-04-26,C454,Kolkata,West Bengal,Fashion,Shoes,0,10814.0,10,19465.2,Wallet,Returned
ORD10209,2025-03-06,C740,Delhi,Delhi,Electronics,Laptop,2,41819.0,20,66910.40000000001,Card,Delivered
ORD10210,2025-11-16,C837,Kolkata,West Bengal,Fashion,Jeans,5,10305.0,5,48948.75,Wallet,Returned
ORD10211,2025-11-30,C315,Delhi,Delhi,Electronics,Phone,1,3179.0,20,2543.2000000000003,Wallet,Shipped
ORD10212,2025-05-06,C924,Bengaluru,Karnataka,Electronics,Laptop,5,19183.0,10,86323.5,NetBanking,Returned
ORD10213,2025-09-05,C575,Bengaluru,Karnataka,Beauty,Cream,1,10559.0,15,8975.15,COD,Returned
ORD10214,2025-03-08,C878,Bengaluru,Karnataka,Fashion,Shoes,3,48316.0,10,130453.2,Card,Delivered
ORD10215,2025-05-07,C244,Bengaluru,Karnataka,Home,Mixer,4,8229.0,10,29624.4,UPI,Delivered
ORD10216,2026-02-21,C435,Pune,Maharashtra,Home,Chair,5,27602.0,5,131109.5,Wallet,Returned
ORD10217,2026-03-27,C415,Bengaluru,Karnataka,Fashion,Shirt,4,33933.0,15,115372.2,NetBanking,Delivered
ORD10218,2025-10-26,C461,Pune,Maharashtra,Electronics,Laptop,5,30165.0,5,143283.75,UPI,Delivered
ORD10219,2025-10-02,C108,Delhi,Delhi,Home,Chair,5,43077.0,15,183077.25,UPI,Shipped
ORD10220,2025-07-25,C152,Mumbai,Maharashtra,Fashion,Shoes,3,26627.0,10,71892.90000000001,Wallet,Cancelled
ORD10221,2025-08-19,C882,Hyderabad,Telangana, electronics ,Lamp,3,5018.0,15,12795.9,Wallet,Returned
ORD10222,2025-10-13,C474,Delhi,Delhi,Electronics,Phone,1,26014.0,10,23412.600000000002,COD,Cancelled
ORD10223,2026-01-01,C441,Pune,Maharashtra,Beauty,Soap,1,3169.0,0,3169.0,NetBanking,Shipped
ORD10224,2025-06-13,C266,Hyderabad,Telangana,Fashion,Jeans,5,9360.0,10,42120.0,,Returned
ORD10225,,C406,Kolkata,West Bengal,Home,Lamp,5,35087.0,15,149119.75,,Delivered
ORD10226,2026-02-12,C842,Delhi,Delhi,Home,Chair,1,27498.0,20,21998.4,UPI,Shipped
ORD10227,2025-01-27,C697,,West Bengal,Home,Lamp,5,38055.0,5,180761.25,NetBanking,Cancelled
ORD10228,2025-02-26,C295,Kolkata,West Bengal,Beauty,Cream,0,2269.0,20,3630.4,,Shipped
ORD10229,2025-09-14,C893,Bengaluru,Karnataka,Home,Chair,2,27263.0,5,51799.7,Wallet,Shipped
ORD10230,2025-06-16,C778,Hyderabad,Telangana,Electronics,Headphones,2,34192.0,5,64964.799999999996,NetBanking,Shipped
ORD10231,2025-07-01,C792,Hyderabad,Telangana,Home,Mixer,4,35139.0,10,126500.40000000001,Card,Shipped
